State_name,County_name,Concat,CrimeRate,CrimeRate,LAND_AREA,Tot_Population_ACS_14_18,PopulationDensity(P/sqMi),Median_Age_ACS_14_18,Poverty%2018
Missouri,JeffersonCounty,MissouriJefferson,429,429,656.629,223302,340.07,39,10%
Massachusetts,HampshireCounty,MassachusettsHampshire,424,424,527.254,161159,305.66,36.3,11%
Indiana,JohnsonCounty,IndianaJohnson,421,421,320.428,151564,473,37.4,9%
Tennessee,WashingtonCounty,TennesseeWashington,421,421,326.464,127055,389.19,39.9,15%
Ohio,TrumbullCounty,OhioTrumbull,421,421,618.296,201794,326.37,44.2,17%
Florida,LevyCounty,FloridaLevy,420,420,1118.207,39961,35.74,46.8,20%
Alabama,ShelbyCounty,AlabamaShelby,419,419,784.93,211261,269.15,38.9,8%
NorthCarolina,UnionCounty,NorthCarolinaUnion,417,417,631.522,226694,358.96,38,9%
Illinois,MaconCounty,IllinoisMacon,417,417,580.687,106512,183.42,41.3,16%
Georgia,NewtonCounty,GeorgiaNewton,416,416,272.162,106497,391.3,36.2,18%
SouthCarolina,PickensCounty,SouthCarolinaPickens,416,416,496.41,122746,247.27,36.2,17%
Arkansas,SalineCounty,ArkansasSaline,415,415,723.602,118009,163.09,39.2,8%
Missouri,BuchananCounty,MissouriBuchanan,414,414,408.025,89076,218.31,37.4,16%
Tennessee,TiptonCounty,TennesseeTipton,414,414,458.37,61446,134.05,37.5,14%
NorthCarolina,CatawbaCounty,NorthCarolinaCatawba,413,413,398.724,156729,393.08,41.4,13%
Florida,CitrusCounty,FloridaCitrus,412,412,581.697,143087,245.98,56.2,16%
Washington,WhatcomCounty,WashingtonWhatcom,411,411,2106.855,216812,102.91,37,15%
Wisconsin,RacineCounty,WisconsinRacine,409,409,332.501,195398,587.66,40.1,12%
Indiana,ClarkCounty,IndianaClark,409,409,372.855,115702,310.31,38.9,10%
Alabama,BaldwinCounty,AlabamaBaldwin,408,408,1589.786,208107,130.9,42.8,10%
NewMexico,ChavesCounty,NewMexicoChaves,408,408,6065.274,65459,10.79,35.6,20%
Ohio,AllenCounty,OhioAllen,407,407,402.498,103642,257.5,39,14%
Virginia,Hamptoncity,VirginiaHamptoncity,402,402,51.414,135583,"2,637.08",36.1,15%
NorthCarolina,NashCounty,NorthCarolinaNash,401,401,540.409,94003,173.95,41.4,15%
Georgia,GlynnCounty,GeorgiaGlynn,399,399,419.757,83974,200.05,41,18%
California,ElDoradoCounty,CaliforniaElDorado,399,399,1707.882,186661,109.29,45.8,9%
NewYork,RocklandCounty,NewYorkRockland,395,395,173.552,323686,"1,865.07",36.1,14%
Tennessee,MauryCounty,TennesseeMaury,394,394,613.139,89776,146.42,38.8,12%
Montana,MissoulaCounty,MontanaMissoula,394,394,2593.419,115983,44.72,35.6,14%
Wisconsin,KenoshaCounty,WisconsinKenosha,393,393,271.993,168330,618.88,38.2,13%
Texas,VictoriaCounty,TexasVictoria,393,393,882.139,91970,104.26,35.7,15%
Iowa,JohnsonCounty,IowaJohnson,391,391,614.041,147001,239.4,30,17%
Pennsylvania,MonroeCounty,PennsylvaniaMonroe,390,390,608.283,167586,275.51,42.8,11%
Florida,ColumbiaCounty,FloridaColumbia,390,390,797.572,69105,86.64,40.7,16%
Tennessee,WilsonCounty,TennesseeWilson,388,388,570.825,132663,232.41,40.2,8%
Florida,PutnamCounty,FloridaPutnam,388,388,727.62,72766,100.01,45,24%
Idaho,KootenaiCounty,IdahoKootenai,384,384,1244.124,153605,123.46,40.2,12%
Missouri,ScottCounty,MissouriScott,382,382,419.989,38729,92.21,39.9,20%
Georgia,HenryCounty,GeorgiaHenry,381,381,322.129,221307,687.01,36.9,10%
Virginia,Roanokecity,VirginiaRoanokecity,380,380,42.558,99621,"2,340.83",38.7,20%
Ohio,LorainCounty,OhioLorain,380,380,491.106,306713,624.54,41.8,13%
Alabama,DallasCounty,AlabamaDallas,380,380,978.693,40029,40.9,39.5,31%
Georgia,WalkerCounty,GeorgiaWalker,378,378,446.379,68824,154.18,41.4,17%
Alabama,TalladegaCounty,AlabamaTalladega,378,378,736.777,80565,109.35,41.1,19%
Florida,IndianRiverCounty,FloridaIndianRiver,376,376,502.873,150984,300.24,52.9,12%
Virginia,LoudounCounty,VirginiaLoudoun,375,375,515.566,385143,747.03,36,4%
Florida,MartinCounty,FloridaMartin,375,375,543.465,157581,289.96,51.9,10%
Texas,TomGreenCounty,TexasTomGreen,375,375,1521.973,117466,77.18,33.9,13%
Georgia,SpaldingCounty,GeorgiaSpalding,374,374,196.467,64719,329.41,39.1,21%
Maine,CumberlandCounty,MaineCumberland,372,372,835.245,290944,348.33,42.1,9%
Wisconsin,RockCounty,WisconsinRock,372,372,718.139,161769,225.26,39.5,13%
Washington,BentonCounty,WashingtonBenton,371,371,1700.377,194168,114.19,35.7,13%
Georgia,BarrowCounty,GeorgiaBarrow,370,370,160.308,76887,479.62,35.4,12%
SouthCarolina,LaurensCounty,SouthCarolinaLaurens,367,367,713.807,66710,93.46,41.1,19%
Arizona,CochiseCounty,ArizonaCochise,366,366,6165.692,126279,20.48,40.6,16%
Colorado,DouglasCounty,ColoradoDouglas,365,365,840.249,328614,391.09,38.4,3%
WestVirginia,RaleighCounty,WestVirginiaRaleigh,365,365,605.348,76232,125.93,42.4,17%
Iowa,WoodburyCounty,IowaWoodbury,364,364,872.833,102398,117.32,35.7,13%
Pennsylvania,WashingtonCounty,PennsylvaniaWashington,362,362,856.985,207547,242.18,44.5,9%
Ohio,LakeCounty,OhioLake,361,361,227.497,230052,"1,011.23",43.7,8%
Kentucky,KentonCounty,KentuckyKenton,357,357,160.257,164688,"1,027.65",37,12%
Georgia,CarrollCounty,GeorgiaCarroll,356,356,499.075,116022,232.47,34.5,18%
NewYork,ChautauquaCounty,NewYorkChautauqua,356,356,1060.222,129656,122.29,42.5,18%
Indiana,HowardCounty,IndianaHoward,352,352,293.06,82387,281.13,41.7,16%
Michigan,MonroeCounty,MichiganMonroe,350,350,549.393,149699,272.48,42.4,11%
Texas,ComalCounty,TexasComal,350,350,559.478,135097,241.47,42,8%
Michigan,BayCounty,MichiganBay,348,348,442.303,104786,236.91,43.3,16%
Iowa,PottawattamieCounty,IowaPottawattamie,348,348,950.281,93503,98.4,39.5,11%
Utah,DavisCounty,UtahDavis,346,346,298.783,340621,"1,140.03",30.8,6%
NewHampshire,RockinghamCounty,NewHampshireRockingham,346,346,694.718,305129,439.21,44.3,5%
Virginia,ArlingtonCounty,VirginiaArlington,345,345,25.965,231803,"8,927.52",34.5,7%
Florida,CharlotteCounty,FloridaCharlotte,343,343,680.279,176954,260.12,58.6,11%
California,LakeCounty,CaliforniaLake,343,343,1256.463,64148,51.05,45.6,21%
NewMexico,SandovalCounty,NewMexicoSandoval,341,341,3710.65,140769,37.94,39.9,14%
California,TehamaCounty,CaliforniaTehama,341,341,2949.71,63373,21.48,40.9,21%
California,SutterCounty,CaliforniaSutter,338,338,602.412,95872,159.15,35.7,16%
Florida,MonroeCounty,FloridaMonroe,337,337,983.282,76325,77.62,47.3,12%
Virginia,Lynchburgcity,VirginiaLynchburgcity,336,336,49.13,80131,"1,631.00",28.2,19%
NewJersey,GloucesterCounty,NewJerseyGloucester,336,336,322.006,290852,903.25,40.3,7%
Texas,GraysonCounty,TexasGrayson,336,336,932.806,128560,137.82,39.9,14%
NorthCarolina,JohnstonCounty,NorthCarolinaJohnston,331,331,791.3,191172,241.59,38.1,13%
Kansas,LeavenworthCounty,KansasLeavenworth,330,330,462.832,80042,172.94,37.6,8%
SouthCarolina,LancasterCounty,SouthCarolinaLancaster,329,329,549.16,89546,163.06,42,14%
Georgia,FloydCounty,GeorgiaFloyd,326,326,509.91,96824,189.88,38.5,18%
Indiana,LaPorteCounty,IndianaLaPorte,324,324,598.295,110552,184.78,40.4,15%
Texas,LibertyCounty,TexasLiberty,324,324,1158.416,81862,70.67,35.7,13%
NewMexico,EddyCounty,NewMexicoEddy,323,323,4175.725,57437,13.75,35.3,15%
Texas,BastropCounty,TexasBastrop,322,322,888.15,82577,92.98,38.6,10%
NorthCarolina,WilsonCounty,NorthCarolinaWilson,321,321,368.177,81336,220.92,40.6,21%
Georgia,CowetaCounty,GeorgiaCoweta,320,320,440.888,140516,318.71,38.5,11%
NorthCarolina,OnslowCounty,NorthCarolinaOnslow,320,320,762.75,193912,254.23,26.2,12%
Indiana,MontgomeryCounty,IndianaMontgomery,320,320,504.611,38276,75.85,40.5,10%
Georgia,LowndesCounty,GeorgiaLowndes,319,319,496.066,114582,230.98,30.2,24%
NewJersey,MorrisCounty,NewJerseyMorris,318,318,460.178,494383,"1,074.33",42.6,5%
Indiana,DelawareCounty,IndianaDelaware,317,317,392.121,115616,294.85,35.4,20%
Georgia,BaldwinCounty,GeorgiaBaldwin,316,316,257.845,45286,175.63,35.3,24%
Texas,HuntCounty,TexasHunt,315,315,840.317,92152,109.66,37.8,17%
Maryland,CarrollCounty,MarylandCarroll,314,314,447.593,167522,374.27,42.4,5%
NewYork,UlsterCounty,NewYorkUlster,313,313,1124.238,179303,159.49,43.7,13%
Illinois,KankakeeCounty,IllinoisKankakee,310,310,676.556,111061,164.16,37.6,14%
NewMexico,LeaCounty,NewMexicoLea,310,310,4390.936,70126,15.97,31.7,16%
Illinois,TazewellCounty,IllinoisTazewell,309,309,648.97,133852,206.25,40.9,8%
California,YubaCounty,CaliforniaYuba,307,307,631.838,75493,119.48,32.5,18%
Minnesota,StearnsCounty,MinnesotaStearns,307,307,1343.128,156819,116.76,34.3,12%
Alabama,RussellCounty,AlabamaRussell,306,306,641.139,58213,90.8,35.9,20%
Maine,YorkCounty,MaineYork,304,304,990.711,203102,205.01,44.9,8%
Georgia,LibertyCounty,GeorgiaLiberty,304,304,489.8,62108,126.8,28.1,16%
SouthCarolina,ColletonCounty,SouthCarolinaColleton,304,304,1056.491,37568,35.56,42.2,21%
Arizona,NavajoCounty,ArizonaNavajo,304,304,9950.424,108705,10.92,36.4,28%
Idaho,BonnevilleCounty,IdahoBonneville,303,303,1866.077,112397,60.23,32.7,12%
Arizona,GilaCounty,ArizonaGila,303,303,4757.934,53400,11.22,49.7,22%
Tennessee,HamblenCounty,TennesseeHamblen,302,302,161.178,63740,395.46,40.4,19%
NorthCarolina,HarnettCounty,NorthCarolinaHarnett,302,302,594.986,130361,219.1,34.2,16%
Florida,HighlandsCounty,FloridaHighlands,301,301,1016.618,102101,100.43,53.4,19%
Tennessee,SevierCounty,TennesseeSevier,299,299,592.498,96287,162.51,42.7,15%
NewHampshire,StraffordCounty,NewHampshireStrafford,298,298,368.97,128237,347.55,36.9,9%
Texas,JohnsonCounty,TexasJohnson,297,297,724.693,163475,225.58,36.8,10%
NorthCarolina,DavidsonCounty,NorthCarolinaDavidson,296,296,552.678,164664,297.94,42.3,15%
Tennessee,PutnamCounty,TennesseePutnam,296,296,401.103,76440,190.57,36.3,19%
Texas,GuadalupeCounty,TexasGuadalupe,295,295,711.3,155137,218.1,36.7,9%
Tennessee,WilliamsonCounty,TennesseeWilliamson,294,294,582.601,218648,375.3,39.2,4%
Tennessee,DyerCounty,TennesseeDyer,294,294,512.326,37576,73.34,40.1,18%
Oregon,DeschutesCounty,OregonDeschutes,294,294,3018.181,180640,59.85,42.3,11%
Tennessee,RobertsonCounty,TennesseeRobertson,292,292,476.288,69344,145.59,39.1,11%
Alabama,WalkerCounty,AlabamaWalker,292,292,791.192,64493,81.51,42.4,19%
SouthCarolina,GeorgetownCounty,SouthCarolinaGeorgetown,292,292,813.545,61605,75.72,49.2,18%
Montana,FlatheadCounty,MontanaFlathead,292,292,5087.66,98082,19.28,42.1,12%
Illinois,McHenryCounty,IllinoisMcHenry,288,288,603.178,307789,510.28,40.2,7%
Wisconsin,WinnebagoCounty,WisconsinWinnebago,287,287,434.485,169926,391.1,38.2,11%
Virginia,Alexandriacity,VirginiaAlexandriacity,286,286,15.029,156505,"10,413.53",36.5,10%
WestVirginia,OhioCounty,WestVirginiaOhio,285,285,105.822,42547,402.06,43.5,13%
SouthCarolina,DillonCounty,SouthCarolinaDillon,285,285,404.872,30871,76.25,37.5,33%
Missouri,CapeGirardeauCounty,MissouriCapeGirardeau,284,284,578.533,78324,135.38,36.6,16%
Mississippi,LauderdaleCounty,MississippiLauderdale,284,284,703.634,77323,109.89,37.8,21%
Illinois,DeKalbCounty,IllinoisDeKalb,283,283,631.306,104200,165.05,31,16%
Pennsylvania,BlairCounty,PennsylvaniaBlair,282,282,525.805,123842,235.53,43.4,14%
Montana,LewisandClarkCounty,MontanaLewisandClark,282,282,3458.827,67077,19.39,41,11%
Ohio,RichlandCounty,OhioRichland,281,281,495.275,121324,244.96,41.3,13%
SouthCarolina,OconeeCounty,SouthCarolinaOconee,281,281,626.337,76696,122.45,45.3,18%
Wisconsin,OutagamieCounty,WisconsinOutagamie,280,280,637.525,184754,289.8,37.9,8%
Mississippi,JacksonCounty,MississippiJackson,280,280,722.751,142014,196.49,38.8,16%
Michigan,AlleganCounty,MichiganAllegan,280,280,825.227,115250,139.66,39.6,10%
Indiana,HendricksCounty,IndianaHendricks,279,279,406.91,160940,395.52,37.7,5%
Alabama,BlountCounty,AlabamaBlount,279,279,644.775,57645,89.4,40.8,14%
Virginia,StaffordCounty,VirginiaStafford,278,278,268.955,144012,535.45,35.3,4%
Texas,AngelinaCounty,TexasAngelina,275,275,797.778,87607,109.81,37.2,18%
Tennessee,GibsonCounty,TennesseeGibson,274,274,602.74,49175,81.59,40.1,17%
Pennsylvania,FayetteCounty,PennsylvaniaFayette,273,273,790.34,132289,167.38,44.8,17%
Texas,OrangeCounty,TexasOrange,272,272,333.666,84047,251.89,37.8,14%
Alabama,MarshallCounty,AlabamaMarshall,272,272,565.847,95145,168.15,38.7,21%
WestVirginia,MercerCounty,WestVirginiaMercer,272,272,418.994,60486,144.36,42.7,19%
Kentucky,WarrenCounty,KentuckyWarren,271,271,541.601,126427,233.43,32.8,16%
Tennessee,McMinnCounty,TennesseeMcMinn,271,271,430.125,52773,122.69,42.7,19%
Georgia,WhitfieldCounty,GeorgiaWhitfield,270,270,290.462,103849,357.53,36,18%
Indiana,MadisonCounty,IndianaMadison,269,269,451.915,129505,286.57,40.3,16%
Texas,HendersonCounty,TexasHenderson,269,269,873.746,80460,92.09,43.9,17%
Washington,CowlitzCounty,WashingtonCowlitz,268,268,1140.123,105112,92.19,41.5,16%
Georgia,RockdaleCounty,GeorgiaRockdale,266,266,129.794,89011,685.79,37.7,15%
Georgia,WaltonCounty,GeorgiaWalton,266,266,325.679,90132,276.75,38.7,13%
Texas,KaufmanCounty,TexasKaufman,266,266,780.703,118910,152.31,35.6,13%
Virginia,Danvillecity,VirginiaDanvillecity,264,264,42.935,41512,966.86,41.1,21%
Texas,WalkerCounty,TexasWalker,264,264,784.169,71539,91.23,35.4,18%
Michigan,EatonCounty,MichiganEaton,263,263,575.176,109155,189.78,41,11%
Michigan,VanBurenCounty,MichiganVanBuren,262,262,607.474,75272,123.91,41.6,15%
Alabama,St.ClairCounty,AlabamaSt.Clair,261,261,631.9,87306,138.16,40.3,13%
California,NevadaCounty,CaliforniaNevada,260,260,957.773,99092,103.46,50.1,11%
Kansas,DouglasCounty,KansasDouglas,259,259,455.873,119319,261.74,29.5,17%
WestVirginia,WoodCounty,WestVirginiaWood,259,259,366.255,85556,233.6,43.3,16%
NorthCarolina,VanceCounty,NorthCarolinaVance,259,259,253.519,44482,175.46,40.7,23%
Washington,GrantCounty,WashingtonGrant,259,259,2679.514,94860,35.4,32.7,14%
Alabama,TallapoosaCounty,AlabamaTallapoosa,258,258,716.523,40636,56.71,43.7,20%
Wisconsin,WaukeshaCounty,WisconsinWaukesha,257,257,549.57,398879,725.8,43.2,5%
NorthCarolina,CravenCounty,NorthCarolinaCraven,257,257,708.957,103082,145.4,36.6,14%
Tennessee,DicksonCounty,TennesseeDickson,255,255,489.896,51988,106.12,39.4,14%
Florida,FlaglerCounty,FloridaFlagler,254,254,485.457,107139,220.7,50.9,12%
NewYork,OswegoCounty,NewYorkOswego,254,254,951.65,119104,125.16,40,17%
Michigan,MecostaCounty,MichiganMecosta,254,254,555.073,43264,77.94,36.5,20%
NorthCarolina,EdgecombeCounty,NorthCarolinaEdgecombe,253,253,505.337,53332,105.54,41,23%
Minnesota,OlmstedCounty,MinnesotaOlmsted,251,251,653.351,153065,234.28,37.2,9%
Tennessee,AndersonCounty,TennesseeAnderson,251,251,337.164,75775,224.74,43.3,16%
Florida,SumterCounty,FloridaSumter,250,250,546.93,120999,221.23,67,8%
NewYork,JeffersonCounty,NewYorkJefferson,250,250,1268.587,114448,90.22,32.4,13%
Alabama,LauderdaleCounty,AlabamaLauderdale,248,248,667.694,92585,138.66,41.4,15%
Tennessee,CoffeeCounty,TennesseeCoffee,248,248,428.958,54531,127.12,40.1,14%
Maryland,St.Mary'sCounty,MarylandSt.Mary's,247,247,357.18,111531,312.25,36.5,8%
Indiana,VigoCounty,IndianaVigo,247,247,403.308,107693,267.02,36.2,17%
Pennsylvania,IndianaCounty,PennsylvaniaIndiana,247,247,827.033,85755,103.69,39.8,16%
Pennsylvania,LycomingCounty,PennsylvaniaLycoming,247,247,1228.592,114859,93.49,41.4,13%
SouthCarolina,MarlboroCounty,SouthCarolinaMarlboro,247,247,479.673,27131,56.56,40.3,23%
Massachusetts,FranklinCounty,MassachusettsFranklin,246,246,699.324,70935,101.43,46.1,10%
Illinois,JacksonCounty,IllinoisJackson,246,246,584.083,58551,100.24,31.6,25%
Pennsylvania,MercerCounty,PennsylvaniaMercer,245,245,672.579,112630,167.46,44.6,13%
Florida,SantaRosaCounty,FloridaSantaRosa,244,244,1011.602,170442,168.49,39.7,9%
Texas,SanPatricioCounty,TexasSanPatricio,244,244,693.454,67046,96.68,35.3,16%
Arkansas,LonokeCounty,ArkansasLonoke,244,244,770.729,72206,93.69,36.1,12%
NorthCarolina,ScotlandCounty,NorthCarolinaScotland,243,243,318.843,35262,110.59,39.4,26%
WestVirginia,MonongaliaCounty,WestVirginiaMonongalia,241,241,360.063,105252,292.32,31.2,20%
Virginia,Suffolkcity,VirginiaSuffolkcity,241,241,400.166,89160,222.81,38.2,11%
Texas,AndersonCounty,TexasAnderson,241,241,1062.602,57863,54.45,39.1,11%
Texas,JimWellsCounty,TexasJimWells,241,241,864.963,41192,47.62,34.8,23%
Indiana,ShelbyCounty,IndianaShelby,239,239,411.147,44399,107.99,41,11%
Washington,SkagitCounty,WashingtonSkagit,238,238,1731.205,123907,71.57,41.5,13%
NewMexico,RioArribaCounty,NewMexicoRioArriba,238,238,5860.836,39307,6.71,40.6,0%
Minnesota,WashingtonCounty,MinnesotaWashington,237,237,384.277,253317,659.2,39.3,5%
Pennsylvania,NorthumberlandCounty,PennsylvaniaNorthumberland,235,235,458.367,92325,201.42,44.4,13%
Georgia,PolkCounty,GeorgiaPolk,235,235,310.33,41621,134.12,37.1,18%
Arkansas,PopeCounty,ArkansasPope,235,235,812.549,63644,78.33,35,17%
NorthCarolina,HalifaxCounty,NorthCarolinaHalifax,235,235,724.087,51737,71.45,43.1,25%
Arkansas,MillerCounty,ArkansasMiller,235,235,625.575,43759,69.95,38.9,21%
Utah,WashingtonCounty,UtahWashington,235,235,2426.357,160537,66.16,36.4,12%
SouthCarolina,MarionCounty,SouthCarolinaMarion,235,235,489.228,31562,64.51,40.4,24%
Ohio,FairfieldCounty,OhioFairfield,234,234,504.412,152910,303.15,39.3,9%
Arkansas,CrawfordCounty,ArkansasCrawford,234,234,593.096,62472,105.33,38.7,16%
Arkansas,UnionCounty,ArkansasUnion,234,234,1039.213,39732,38.23,40.1,20%
Mississippi,DeSotoCounty,MississippiDeSoto,233,233,476.147,176132,369.91,36.7,9%
Georgia,TroupCounty,GeorgiaTroup,233,233,413.991,69774,168.54,36.3,20%
Texas,HarrisonCounty,TexasHarrison,233,233,899.951,66645,74.05,37.9,16%
Virginia,Petersburgcity,VirginiaPetersburgcity,232,232,22.933,31827,"1,387.83",38.7,25%
NewYork,SaratogaCounty,NewYorkSaratoga,232,232,809.977,227377,280.72,42.6,6%
Pennsylvania,CambriaCounty,PennsylvaniaCambria,232,232,688.349,134550,195.47,45.1,15%
Iowa,ClintonCounty,IowaClinton,232,232,694.912,47218,67.95,42.2,12%
Oregon,DouglasCounty,OregonDouglas,232,232,5036.074,108323,21.51,47,16%
Michigan,MontcalmCounty,MichiganMontcalm,231,231,705.401,63209,89.61,40.7,16%
Illinois,JeffersonCounty,IllinoisJefferson,231,231,571.169,38169,66.83,41,17%
Texas,EllisCounty,TexasEllis,230,230,935.484,168838,180.48,36.1,9%
Georgia,TiftCounty,GeorgiaTift,230,230,258.913,40510,156.46,35.5,23%
Florida,WaltonCounty,FloridaWalton,230,230,1037.624,65858,63.47,43.7,14%
NorthCarolina,CabarrusCounty,NorthCarolinaCabarrus,229,229,361.75,201448,556.87,37.9,11%
Illinois,AdamsCounty,IllinoisAdams,229,229,855.197,66427,77.67,41.3,12%
NewMexico,OteroCounty,NewMexicoOtero,229,229,6613.208,65745,9.94,35.6,20%
NorthCarolina,OrangeCounty,NorthCarolinaOrange,228,228,397.954,142938,359.18,34.7,12%
Florida,SuwanneeCounty,FloridaSuwannee,228,228,688.551,43924,63.79,42.5,17%
NorthCarolina,RichmondCounty,NorthCarolinaRichmond,227,227,473.824,45189,95.37,40.5,23%
Kansas,RenoCounty,KansasReno,226,226,1255.344,63101,50.27,40.4,13%
Texas,HowardCounty,TexasHoward,226,226,900.791,36667,40.71,36.6,14%
Maryland,AlleganyCounty,MarylandAllegany,225,225,424.161,71977,169.69,41.7,15%
Ohio,ClermontCounty,OhioClermont,224,224,452.105,203216,449.49,39.8,9%
NewJersey,CapeMayCounty,NewJerseyCapeMay,224,224,251.427,93705,372.69,49.3,11%
Virginia,SpotsylvaniaCounty,VirginiaSpotsylvania,224,224,401.497,131412,327.31,38.1,8%
Pennsylvania,FranklinCounty,PennsylvaniaFranklin,224,224,772.225,153751,199.1,41.4,10%
NorthCarolina,RandolphCounty,NorthCarolinaRandolph,223,223,782.518,142958,182.69,41.5,16%
Alabama,ChiltonCounty,AlabamaChilton,223,223,692.854,43930,63.4,38.6,18%
SouthCarolina,ChesterCounty,SouthCarolinaChester,223,223,580.657,32326,55.67,41.5,21%
Montana,GallatinCounty,MontanaGallatin,223,223,2602.69,104729,40.24,33.5,11%
NorthCarolina,RockinghamCounty,NorthCarolinaRockingham,222,222,565.549,91270,161.38,44.5,18%
SouthCarolina,KershawCounty,SouthCarolinaKershaw,222,222,726.562,64361,88.58,41.7,16%
Kansas,SalineCounty,KansasSaline,221,221,720.221,54977,76.33,38.5,12%
Virginia,Charlottesvillecity,VirginiaCharlottesvillecity,220,220,10.24,47042,"4,593.95",31.3,23%
SouthCarolina,CherokeeCounty,SouthCarolinaCherokee,220,220,392.659,56711,144.43,38.7,20%
Georgia,CherokeeCounty,GeorgiaCherokee,218,218,421.669,241910,573.7,38.3,8%
Michigan,LivingstonCounty,MichiganLivingston,218,218,565.253,188482,333.45,43.2,6%
Alabama,ColbertCounty,AlabamaColbert,218,218,592.618,54495,91.96,42.7,16%
Tennessee,MonroeCounty,TennesseeMonroe,218,218,635.564,45876,72.18,43.6,19%
Georgia,PauldingCounty,GeorgiaPaulding,217,217,312.217,155840,499.14,35.8,9%
Tennessee,GreeneCounty,TennesseeGreene,217,217,622.163,68669,110.37,44.5,16%
Missouri,ButlerCounty,MissouriButler,217,217,694.668,42733,61.52,40.1,21%
Alabama,MorganCounty,AlabamaMorgan,216,216,579.338,119122,205.62,40.4,15%
NorthCarolina,ColumbusCounty,NorthCarolinaColumbus,216,216,937.294,56293,60.06,42,23%
Tennessee,CockeCounty,TennesseeCocke,215,215,434.565,35336,81.31,44.9,25%
Pennsylvania,ClearfieldCounty,PennsylvaniaClearfield,215,215,1144.723,80216,70.07,44.7,14%
Florida,HendryCounty,FloridaHendry,215,215,1152.75,40127,34.81,33.9,26%
Nevada,ElkoCounty,NevadaElko,215,215,17169.832,52252,3.04,33.9,12%
NewJersey,SomersetCounty,NewJerseySomerset,214,214,301.818,330176,"1,093.96",41.6,5%
Alabama,DaleCounty,AlabamaDale,214,214,561.148,49255,87.78,37.5,18%
Idaho,BannockCounty,IdahoBannock,214,214,1111.988,85065,76.5,33.3,17%
Pennsylvania,CumberlandCounty,PennsylvaniaCumberland,212,212,545.463,247433,453.62,40.5,7%
Georgia,SumterCounty,GeorgiaSumter,212,212,482.698,30352,62.88,35.5,26%
Vermont,ChittendenCounty,VermontChittenden,209,209,536.582,162052,302.01,36.5,11%
Iowa,DesMoinesCounty,IowaDesMoines,209,209,416.123,39600,95.16,42.6,15%
Florida,TaylorCounty,FloridaTaylor,209,209,1043.305,22098,21.18,41.7,16%
NewHampshire,MerrimackCounty,NewHampshireMerrimack,208,208,934.117,149452,159.99,42.8,7%
NewMexico,CurryCounty,NewMexicoCurry,207,207,1404.798,50199,35.73,31.1,20%
Pennsylvania,LebanonCounty,PennsylvaniaLebanon,206,206,361.833,138674,383.25,41.2,10%
Arkansas,BooneCounty,ArkansasBoone,206,206,590.233,37288,63.18,42.4,15%
Washington,ClallamCounty,WashingtonClallam,206,206,1738.329,74487,42.85,50.5,16%
Michigan,GrandTraverseCounty,MichiganGrandTraverse,205,205,464.329,91746,197.59,42.9,10%
Missouri,FranklinCounty,MissouriFranklin,205,205,922.684,102781,111.39,40.8,11%
WestVirginia,PutnamCounty,WestVirginiaPutnam,204,204,345.672,56652,163.89,41.8,9%
Iowa,DubuqueCounty,IowaDubuque,204,204,608.301,96802,159.14,38.5,11%
Arkansas,St.FrancisCounty,ArkansasSt.Francis,204,204,634.768,26294,41.42,38.9,23%
Maine,KennebecCounty,MaineKennebec,203,203,867.526,121545,140.11,44.3,13%
SouthCarolina,ChesterfieldCounty,SouthCarolinaChesterfield,203,203,799.073,46024,57.6,42.3,22%
Pennsylvania,LawrenceCounty,PennsylvaniaLawrence,200,200,358.175,87382,243.96,45.1,14%
Tennessee,BedfordCounty,TennesseeBedford,200,200,473.635,47558,100.41,37.5,16%
Idaho,TwinFallsCounty,IdahoTwinFalls,200,200,1921.207,83666,43.55,34.7,15%
Wyoming,LaramieCounty,WyomingLaramie,200,200,2685.908,97692,36.37,36.9,10%
Montana,CascadeCounty,MontanaCascade,200,200,2698.153,81746,30.3,38.2,12%
Texas,RuskCounty,TexasRusk,199,199,924.028,53595,58,38.5,12%
Ohio,GreeneCounty,OhioGreene,198,198,413.732,165811,400.77,38.1,11%
Missouri,ColeCounty,MissouriCole,198,198,393.748,76740,194.9,38.5,10%
Kansas,RileyCounty,KansasRiley,197,197,609.772,75296,123.48,25.1,19%
NewYork,SullivanCounty,NewYorkSullivan,197,197,968.131,75211,77.69,42.9,14%
Missouri,St.FrancoisCounty,MissouriSt.Francois,196,196,451.889,66342,146.81,39.6,15%
Alabama,DeKalbCounty,AlabamaDeKalb,196,196,777.093,71200,91.62,39.3,22%
Tennessee,LawrenceCounty,TennesseeLawrence,196,196,617.128,42937,69.58,39.4,19%
Tennessee,HaywoodCounty,TennesseeHaywood,196,196,533.11,17779,33.35,40.4,19%
Wisconsin,FondduLacCounty,WisconsinFondduLac,195,195,719.553,102315,142.19,41.5,9%
Alabama,ElmoreCounty,AlabamaElmore,195,195,618.485,81212,131.31,38.6,12%
Ohio,RossCounty,OhioRoss,192,192,689.187,77051,111.8,40.9,16%
Texas,NacogdochesCounty,TexasNacogdoches,192,192,946.537,65558,69.26,30.6,22%
Texas,LamarCounty,TexasLamar,191,191,907.188,49532,54.6,40.8,18%
Texas,CherokeeCounty,TexasCherokee,191,191,1052.914,51903,49.29,37.8,17%
NewYork,CayugaCounty,NewYorkCayuga,190,190,691.585,77868,112.59,42.7,11%
